תחום גאוגרפי,סוג דרך,יחידה משטרתית,חודש תאונה,שעה,סוג יום,יום/לילה ,יום בשבוע,חומרת התאונה,סוג תאונה,דרך חד מסלולית,דרך רב מסלולית,מהירות מותרת,תקינות הדרך,רוחב הכביש,סימון/תימרור,תאורה,מזג אוויר,מצב פני הכביש,אופן חצייה,מקום חציה,מחוז,סמל יישוב,רחוב 1,רחוב 2,סוג עצם,מרחק עצם,לא חצה
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,ינואר,17:00-19:59,יום אחר,יום,רביעי,קלה,התנגשות עם רכב חונה,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,לא ידוע,אור יום רגיל,בהיר,יבש,חצה רגיל,לא במעבר חציה לא ליד צומת,תל אביב,0,2216,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב גליל,נובמבר,17:00-19:59,יום אחר,לילה,שבת,קלה,החלקה,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,1020,816,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב גליל,יוני,20:00-23:59,יום אחר,לילה,שלישי,קשה,התנגשות עם רכב חונה,אחר,אחר,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,8900,357,360,9,9,9
יהודה והשומרון,עירוני לא בצומת,מרחב יהודה,אוגוסט,10:00-13:59,יום אחר,יום,שישי,קשה,התנגשות חזית באחור,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה שהוא מוסתר,לא במעבר חציה לא ליד צומת,המרכז,3730,517,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב השרון,דצמבר,17:00-19:59,יום אחר,לילה,שבת,קשה,התנגשות חזית באחור,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לילה לא ידוע,לא ידוע,לא ידוע,חצה רגיל,לא במעבר חציה לא ליד צומת,יהודה ושומרון,0,9000,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב גליל,אפריל,10:00-13:59,יום אחר,יום,שני,קשה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,לילה לא ידוע,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,תל אביב,0,208,204,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב השפלה,אפריל,10:00-13:59,יום אחר,יום,חמישי,קשה,החלקה,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,לא נדרש תמרור,לילה לא ידוע,בהיר,יבש,חצה רגיל,לא במעבר חציה לא ליד צומת,הדרום,8300,217,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב השפלה,אפריל,06:00-09:59,יום אחר,יום,חמישי,קלה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,אור יום רגיל,בהיר,יבש,התפרץ אל הכביש,לא במעבר חציה לא ליד צומת,המרכז,8300,1018,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב גליל,נובמבר,06:00-09:59,יום אחר,יום,שני,קלה,התנגשות חזית אל צד,אחר,מיפרדה עם גדר בטיחות,70 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,התפרץ אל הכביש,לא במעבר חציה לא ליד צומת,חיפה,0,,,9,9,9
יהודה והשומרון,עירוני לא בצומת,מרחב שומרון,ספטמבר,17:00-19:59,יום אחר,יום,שלישי,קשה,התנגשות צד בצד,אחר,מיפרדה לא בנויה,70 קמש,אין ליקוי,5 עד 7,לא ידוע,אור יום רגיל,בהיר,יבש,אחר,במעבר חציה בלי רמזור,הדרום,3570,507,589,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מחוז ירושלים,נובמבר,10:00-13:59,יום אחר,יום,ראשון,קלה,התנגשות חזית באחור,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,עד 5 מטר,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,התפרץ אל הכביש,לא במעבר חציה לא ליד צומת,ירושלים,2610,336,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב השרון,ינואר,00:00-05:59,יום אחר,לילה,שלישי,קלה,התנגשות חזית באחור,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,תל אביב,0,304,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,דצמבר,20:00-23:59,יום אחר,לילה,חמישי,קלה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,6300,996,,9,9,9
יהודה והשומרון,לא עירוני לא בצומת,מרחב שומרון,דצמבר,06:00-09:59,יום אחר,יום,שישי,קלה,התנגשות חזית אל חזית,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,0,229,230,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב גליל,אוקטובר,14:00-16:59,יום אחר,יום,רביעי,קלה,התנגשות חזית אל צד,חד סיטרי,לא ידוע,90 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,התפרץ אל הכביש,לא במעבר חציה לא ליד צומת,תל אביב,6500,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השרון,ספטמבר,06:00-09:59,יום אחר,יום,שני,קלה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,לא ידוע,יבש,חצה רגיל,במעבר חציה בלי רמזור,הצפון,9700,159,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב השרון,דצמבר,06:00-09:59,יום אחר,יום,ראשון,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,לילה לא ידוע,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,הצפון,6900,116,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,מרץ,14:00-16:59,יום אחר,יום,ראשון,קשה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,יותר מ-14,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,8600,523,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,אוגוסט,06:00-09:59,יום אחר,יום,שישי,קלה,התנגשות חזית אל חזית,אחר,אחר,עד 50 קמש,אין ליקוי,עד 5 מטר,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,0,480,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,ינואר,10:00-13:59,יום אחר,יום,חמישי,קלה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,80 קמש,אין ליקוי,5 עד 7,לא נדרש תמרור,אור יום רגיל,לא ידוע,יבש,התפרץ אל הכביש,לא במעבר חציה לא ליד צומת,חיפה,5000,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב לכיש,יולי,10:00-13:59,יום אחר,יום,שלישי,קלה,פגיעה בהולך רגל,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,התפרץ אל הכביש,במעבר חציה בלי רמזור,הצפון,7100,174,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,אוגוסט,17:00-19:59,יום אחר,לילה,שבת,קלה,התנגשות צד בצד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,התפרץ אל הכביש,לא במעבר חציה לא ליד צומת,המרכז,5000,111,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב השפלה,דצמבר,14:00-16:59,יום אחר,יום,שישי,קשה,אחר,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,יום לא ידוע,לא ידוע,לא ידוע,חצה רגיל,לא במעבר חציה לא ליד צומת,המרכז,8500,163,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב הנגב,ינואר,10:00-13:59,יום אחר,יום,שבת,קשה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,הדרום,0,309,,9,9,9
יהודה והשומרון,לא עירוני בצומת,מרחב שומרון,מאי,14:00-16:59,יום אחר,יום,שני,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,0,1090,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב השרון,מאי,14:00-16:59,יום אחר,יום,חמישי,קשה,פגיעה בהולך רגל,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,התפרץ אל הכביש,במעבר חציה עם רמזור,הדרום,7400,258,257,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,נובמבר,17:00-19:59,יום אחר,לילה,שני,קלה,פגיעה בהולך רגל,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,5000,406,418,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,יולי,06:00-09:59,יום אחר,יום,ראשון,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,לא ידוע,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,תל אביב,5000,618,737,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב עמקים,מאי,20:00-23:59,יום אחר,לילה,שבת,קשה,התנגשות עם רכב חונה,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,0,834,806,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב עמקים,ספטמבר,20:00-23:59,יום אחר,לילה,שלישי,קלה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה עם רמזור,תל אביב,0,903,214,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מחוז ירושלים,אוגוסט,17:00-19:59,יום אחר,לילה,רביעי,קלה,התנגשות חזית אל חזית,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,לילה לא ידוע,בהיר,יבש,התפרץ אל הכביש,לא במעבר חציה לא ליד צומת,תל אביב,2610,133,,9,9,9
יהודה והשומרון,לא עירוני לא בצומת,מרחב יהודה,אוגוסט,06:00-09:59,יום אחר,יום,שני,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,90 קמש,אין ליקוי,5 עד 7,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,חצה רגיל,לא במעבר חציה לא ליד צומת,הדרום,0,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,מרץ,10:00-13:59,יום אחר,יום,שני,קשה,פגיעה בהולך רגל,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה לא ידוע,בהיר,יבש,חצה רגיל,במעבר חציה עם רמזור,המרכז,8600,458,483,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,אוגוסט,10:00-13:59,יום אחר,יום,חמישי,קשה,פגיעה בהולך רגל,אחר,אחר,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה לא ידוע,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,הדרום,8600,394,806,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,פברואר,17:00-19:59,יום אחר,לילה,שבת,קלה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,הצפון,5000,140,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב השרון,דצמבר,00:00-05:59,יום אחר,לילה,שישי,קלה,התנגשות חזית באחור,אחר,אחר,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,0,603,701,9,9,9
